,id,prediction,pred_score,conversation_id,root,speaker,text,turnNumber,politeness_label,politeness_label_name,annotation_status
453791,acs-eb912e2a-842b-4a45-837c-4281ed62d405,1,0.9921317041689519,acs-200b5fde-1e2d-4b0d-a746-cb73151d7d74-2,acs-200b5fde-1e2d-4b0d-a746-cb73151d7d74-2,agent,"Thanks for the information. You said you need a Cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",5,2,somewhat_polite,annotated
453792,acs-6c0ae3ec-255c-44d2-9f10-af52d2726bbe,1,0.9921317041689519,acs-46323122-6acb-493b-a363-4a8771de8e70-1,acs-46323122-6acb-493b-a363-4a8771de8e70-1,agent,"Thanks for the information. You said you need a phone plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",8,2,somewhat_polite,annotated
453793,acs-6c0ae3ec-255c-44d2-9f10-af52d2726bbe,1,0.9921317041689519,acs-46323122-6acb-493b-a363-4a8771de8e70-2,acs-46323122-6acb-493b-a363-4a8771de8e70-2,agent,"Thanks for the information. You said you need a phone plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",8,2,somewhat_polite,annotated
453794,acs-e90db35e-92a2-47fe-9471-4fddf8cedbf9,1,0.9921317041689519,acs-55222070-2724-41b7-81b9-86b75e32ff85-1,acs-55222070-2724-41b7-81b9-86b75e32ff85-1,agent,"Thanks for the information. You said you need a Cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",5,2,somewhat_polite,annotated
453795,acs-b5777c61-0fae-4431-93c9-353d288ad06d,1,0.9921317041689519,acs-40986e6b-0eb0-4a7a-91f2-335f049d57d1-1,acs-40986e6b-0eb0-4a7a-91f2-335f049d57d1-1,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",5,2,somewhat_polite,annotated
453796,acs-b5777c61-0fae-4431-93c9-353d288ad06d,1,0.9921317041689519,acs-40986e6b-0eb0-4a7a-91f2-335f049d57d1-2,acs-40986e6b-0eb0-4a7a-91f2-335f049d57d1-2,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",5,2,somewhat_polite,annotated
453797,acs-513d9547-0fb4-413f-8e79-0c71db8d90eb,1,0.9921317041689519,acs-1f729ba0-3cd9-489c-b5a3-6804b407312f-1,acs-1f729ba0-3cd9-489c-b5a3-6804b407312f-1,agent,"Thanks for the information. You said you need a cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",6,2,somewhat_polite,annotated
453798,acs-513d9547-0fb4-413f-8e79-0c71db8d90eb,1,0.9921317041689519,acs-1f729ba0-3cd9-489c-b5a3-6804b407312f-2,acs-1f729ba0-3cd9-489c-b5a3-6804b407312f-2,agent,"Thanks for the information. You said you need a cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",6,2,somewhat_polite,annotated
453799,acs-e6d9eb4a-0e27-429c-86cc-8b06b5ed437d,1,0.9921317041689519,acs-3860f9d4-fc4b-4249-a9ec-8c7df72d03c1-1,acs-3860f9d4-fc4b-4249-a9ec-8c7df72d03c1-1,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",5,2,somewhat_polite,annotated
453800,acs-18c77432-f676-48b2-a43d-9ab7c590a8c8,1,0.9921317041689519,acs-c2fe5611-a271-41af-a257-842147417888-1,acs-c2fe5611-a271-41af-a257-842147417888-1,agent,"Thanks for the information. You said you need a cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",7,2,somewhat_polite,annotated
453801,acs-18c77432-f676-48b2-a43d-9ab7c590a8c8,1,0.9921317041689519,acs-c2fe5611-a271-41af-a257-842147417888-2,acs-c2fe5611-a271-41af-a257-842147417888-2,agent,"Thanks for the information. You said you need a cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",7,2,somewhat_polite,annotated
453802,acs-88c85a6d-11a9-4906-b4a2-d79ef809d0a2,1,0.9921317041689519,acs-d98408b4-8fcc-4794-93db-cf326cbfa004-1,acs-d98408b4-8fcc-4794-93db-cf326cbfa004-1,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",4,2,somewhat_polite,annotated
453803,acs-88c85a6d-11a9-4906-b4a2-d79ef809d0a2,1,0.9921317041689519,acs-d98408b4-8fcc-4794-93db-cf326cbfa004-2,acs-d98408b4-8fcc-4794-93db-cf326cbfa004-2,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",4,2,somewhat_polite,annotated
453804,acs-97d2ad46-96e7-4d17-885d-4da1f4e264cc,1,0.9921317041689519,acs-88b65555-fe31-4c7d-a4b6-f068a7f0d3fc-1,acs-88b65555-fe31-4c7d-a4b6-f068a7f0d3fc-1,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",6,2,somewhat_polite,annotated
453805,acs-97d2ad46-96e7-4d17-885d-4da1f4e264cc,1,0.9921317041689519,acs-88b65555-fe31-4c7d-a4b6-f068a7f0d3fc-2,acs-88b65555-fe31-4c7d-a4b6-f068a7f0d3fc-2,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",6,2,somewhat_polite,annotated
453806,acs-cb345f8f-74f5-4b9f-b984-ad354243e778,1,0.9921317041689519,acs-8f010b77-94ae-497c-b07c-aa60a61db88e-1,acs-8f010b77-94ae-497c-b07c-aa60a61db88e-1,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",6,2,somewhat_polite,annotated
453807,acs-1cacef77-d37e-4b0c-b832-49fa81c28e14,1,0.9921317041689519,acs-de24b1c7-8ced-44bd-acd1-ac1b8f0926f8-1,acs-de24b1c7-8ced-44bd-acd1-ac1b8f0926f8-1,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",7,2,somewhat_polite,annotated
453808,acs-1cacef77-d37e-4b0c-b832-49fa81c28e14,1,0.9921317041689519,acs-de24b1c7-8ced-44bd-acd1-ac1b8f0926f8-2,acs-de24b1c7-8ced-44bd-acd1-ac1b8f0926f8-2,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",7,2,somewhat_polite,annotated
453809,acs-43a05e5e-8d31-4228-8790-c3ac78496e49,1,0.9921317041689519,acs-6e07990b-29dc-4b65-bf09-937c609bfb12-1,acs-6e07990b-29dc-4b65-bf09-937c609bfb12-1,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",6,2,somewhat_polite,annotated
453810,acs-5a8e67bc-17ff-4aeb-b802-bfa2f392ca7a,1,0.9921317041689519,acs-76db7317-861c-4d67-bc4a-b8d2e01467d7-1,acs-76db7317-861c-4d67-bc4a-b8d2e01467d7-1,agent,"Thanks for the information. You said you need a cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",7,2,somewhat_polite,annotated
453811,acs-5a8e67bc-17ff-4aeb-b802-bfa2f392ca7a,1,0.9921317041689519,acs-76db7317-861c-4d67-bc4a-b8d2e01467d7-2,acs-76db7317-861c-4d67-bc4a-b8d2e01467d7-2,agent,"Thanks for the information. You said you need a cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",7,2,somewhat_polite,annotated
453812,acs-fa329485-8210-4793-9e34-62c4b62ae788,1,0.9921317041689519,acs-779f5276-ee4d-48dc-8f53-ed42404beaae-1,acs-779f5276-ee4d-48dc-8f53-ed42404beaae-1,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",8,2,somewhat_polite,annotated
453813,acs-fa329485-8210-4793-9e34-62c4b62ae788,1,0.9921317041689519,acs-779f5276-ee4d-48dc-8f53-ed42404beaae-2,acs-779f5276-ee4d-48dc-8f53-ed42404beaae-2,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",8,2,somewhat_polite,annotated
453814,acs-3326fbbb-4be5-4fdd-b59d-cd1053e42ba2,1,0.9921317041689519,acs-6bbb428f-5c43-455c-8437-13fe7e172506-1,acs-6bbb428f-5c43-455c-8437-13fe7e172506-1,agent,"Thanks for the information. You said you need a Cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",6,2,somewhat_polite,annotated
453815,acs-3326fbbb-4be5-4fdd-b59d-cd1053e42ba2,1,0.9921317041689519,acs-6bbb428f-5c43-455c-8437-13fe7e172506-2,acs-6bbb428f-5c43-455c-8437-13fe7e172506-2,agent,"Thanks for the information. You said you need a Cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",6,2,somewhat_polite,annotated
453816,acs-ee089db9-b3ec-4d47-b0ec-9e0e2e7cd5d5,1,0.9921317041689519,acs-7694d2da-50d8-410f-bdf8-0e2f613d4fda-1,acs-7694d2da-50d8-410f-bdf8-0e2f613d4fda-1,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",7,2,somewhat_polite,annotated
453817,acs-ee089db9-b3ec-4d47-b0ec-9e0e2e7cd5d5,1,0.9921317041689519,acs-7694d2da-50d8-410f-bdf8-0e2f613d4fda-2,acs-7694d2da-50d8-410f-bdf8-0e2f613d4fda-2,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",7,2,somewhat_polite,annotated
453818,acs-742cf5b2-3dca-439d-ac8d-1d27d35500d9,1,0.9921317041689519,acs-af3a2e29-4f24-4d8f-acd4-df3b28529dab-1,acs-af3a2e29-4f24-4d8f-acd4-df3b28529dab-1,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",5,2,somewhat_polite,annotated
453819,acs-742cf5b2-3dca-439d-ac8d-1d27d35500d9,1,0.9921317041689519,acs-af3a2e29-4f24-4d8f-acd4-df3b28529dab-2,acs-af3a2e29-4f24-4d8f-acd4-df3b28529dab-2,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purhcase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",5,2,somewhat_polite,annotated
453820,acs-5bdbd24b-5b8e-4ab0-8ce5-ff7bbd9571c6,1,0.9921317041689519,acs-d439c7b5-02a7-4d37-b4e7-79689fd8ea79-1,acs-d439c7b5-02a7-4d37-b4e7-79689fd8ea79-1,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",5,2,somewhat_polite,annotated
453821,acs-5bdbd24b-5b8e-4ab0-8ce5-ff7bbd9571c6,1,0.9921317041689519,acs-d439c7b5-02a7-4d37-b4e7-79689fd8ea79-2,acs-d439c7b5-02a7-4d37-b4e7-79689fd8ea79-2,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",5,2,somewhat_polite,annotated
453822,acs-b07c9562-dc4a-4bb9-8786-c180788a51a8,1,0.9921317041689519,acs-30fab712-9673-43e6-a458-54b031733b7f-1,acs-30fab712-9673-43e6-a458-54b031733b7f-1,agent,"Thanks for the information. You said you need a cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",5,2,somewhat_polite,annotated
453823,acs-b07c9562-dc4a-4bb9-8786-c180788a51a8,1,0.9921317041689519,acs-30fab712-9673-43e6-a458-54b031733b7f-2,acs-30fab712-9673-43e6-a458-54b031733b7f-2,agent,"Thanks for the information. You said you need a cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",5,2,somewhat_polite,annotated
453824,acs-379f0f1f-4f75-4d86-b99f-063f383749d7,1,0.9921317041689519,acs-10e329f0-ca93-4329-b38c-93ac1075be76-1,acs-10e329f0-ca93-4329-b38c-93ac1075be76-1,agent,"Thanks for the information. You said you need a cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",6,2,somewhat_polite,annotated
453825,acs-379f0f1f-4f75-4d86-b99f-063f383749d7,1,0.9921317041689519,acs-10e329f0-ca93-4329-b38c-93ac1075be76-2,acs-10e329f0-ca93-4329-b38c-93ac1075be76-2,agent,"Thanks for the information. You said you need a cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",6,2,somewhat_polite,annotated
453826,acs-e131a1d9-41ee-446f-bbbc-ac8f6aa33290,1,0.9921317041689519,acs-e0dafb5f-db37-4715-a4e6-20cf381e8914-1,acs-e0dafb5f-db37-4715-a4e6-20cf381e8914-1,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",3,2,somewhat_polite,annotated
453827,acs-5565532b-991b-4206-acc6-2adc0e2bcf53,1,0.9921317041689519,acs-cc0f290c-c587-41d6-b861-3a21ce9138a9-1,acs-cc0f290c-c587-41d6-b861-3a21ce9138a9-1,agent,"Thanks for the information. You said you need a Cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",6,2,somewhat_polite,annotated
453828,acs-c79d039b-be89-4acb-98f7-b6d779c6c0cb,1,0.9921317041689519,acs-5a779a83-f401-46a3-812f-2cd5516b9c38-1,acs-5a779a83-f401-46a3-812f-2cd5516b9c38-1,agent,"Thanks for the information. You said you need a cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",5,2,somewhat_polite,annotated
453829,acs-c79d039b-be89-4acb-98f7-b6d779c6c0cb,1,0.9921317041689519,acs-5a779a83-f401-46a3-812f-2cd5516b9c38-2,acs-5a779a83-f401-46a3-812f-2cd5516b9c38-2,agent,"Thanks for the information. You said you need a cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",5,2,somewhat_polite,annotated
453830,acs-6b8f79f9-04bf-408f-9196-78d2c17b8e83,1,0.9921317041689519,acs-d038cf43-abfa-4e89-ae1f-23ee3c05a3b9-1,acs-d038cf43-abfa-4e89-ae1f-23ee3c05a3b9-1,agent,"Thanks for the information. You said you need a Cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",6,2,somewhat_polite,annotated
453831,acs-a5501090-e087-4867-b421-cf894507eb7c,1,0.9921317041689519,acs-1e721f37-be2f-41e9-8281-3aa139fc50a6-1,acs-1e721f37-be2f-41e9-8281-3aa139fc50a6-1,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",4,2,somewhat_polite,annotated
453832,acs-a5501090-e087-4867-b421-cf894507eb7c,1,0.9921317041689519,acs-1e721f37-be2f-41e9-8281-3aa139fc50a6-2,acs-1e721f37-be2f-41e9-8281-3aa139fc50a6-2,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",4,2,somewhat_polite,annotated
453833,acs-7c7dc5ca-648f-478c-8406-4585df903612,1,0.9921317041689519,acs-08ef45d4-ad93-47e8-91cd-72e123c65dbb-1,acs-08ef45d4-ad93-47e8-91cd-72e123c65dbb-1,agent,"Thanks for the information. You said you need a Cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",8,2,somewhat_polite,annotated
453834,acs-7c7dc5ca-648f-478c-8406-4585df903612,1,0.9921317041689519,acs-08ef45d4-ad93-47e8-91cd-72e123c65dbb-2,acs-08ef45d4-ad93-47e8-91cd-72e123c65dbb-2,agent,"Thanks for the information. You said you need a Cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",8,2,somewhat_polite,annotated
453835,acs-7e5aabe3-c914-4713-9294-6eb8b7f3f15b,1,0.9921317041689519,acs-c7421851-439b-4ca6-b760-8f81879f23f9-1,acs-c7421851-439b-4ca6-b760-8f81879f23f9-1,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",7,2,somewhat_polite,annotated
453836,acs-7e5aabe3-c914-4713-9294-6eb8b7f3f15b,1,0.9921317041689519,acs-c7421851-439b-4ca6-b760-8f81879f23f9-2,acs-c7421851-439b-4ca6-b760-8f81879f23f9-2,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",7,2,somewhat_polite,annotated
453837,acs-e365d5b0-f235-403e-99c8-f3a945b78518,1,0.9921317041689519,acs-5a35c4a4-6e4b-4a37-8a1c-d040791f29b0-1,acs-5a35c4a4-6e4b-4a37-8a1c-d040791f29b0-1,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",6,2,somewhat_polite,annotated
453838,acs-0ea0e335-309d-467b-9394-aa8804590cfd,1,0.9921317041689519,acs-5c5ffcb7-13f4-42d0-8ead-f190a4a9ecbc-1,acs-5c5ffcb7-13f4-42d0-8ead-f190a4a9ecbc-1,agent,"Thanks for the information. You said you need a Cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",6,2,somewhat_polite,annotated
453839,acs-0ea0e335-309d-467b-9394-aa8804590cfd,1,0.9921317041689519,acs-5c5ffcb7-13f4-42d0-8ead-f190a4a9ecbc-2,acs-5c5ffcb7-13f4-42d0-8ead-f190a4a9ecbc-2,agent,"Thanks for the information. You said you need a Cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",6,2,somewhat_polite,annotated
453840,acs-c8a83ad4-e83f-4a3b-96df-3ec61d59e79e,1,0.9921317041689519,acs-e619b95a-2d68-4174-ab46-1eb77136dd83-1,acs-e619b95a-2d68-4174-ab46-1eb77136dd83-1,agent,"Thanks for the information. You said you need a Cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",6,2,somewhat_polite,annotated
453841,acs-8cac2319-9742-49bf-b3bd-a72bf7b1aa9f,1,0.9921317041689519,acs-766ba51f-6d73-464f-8ed9-94bba44d1c0d-1,acs-766ba51f-6d73-464f-8ed9-94bba44d1c0d-1,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",5,2,somewhat_polite,annotated
453842,acs-8cac2319-9742-49bf-b3bd-a72bf7b1aa9f,1,0.9921317041689519,acs-766ba51f-6d73-464f-8ed9-94bba44d1c0d-2,acs-766ba51f-6d73-464f-8ed9-94bba44d1c0d-2,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",5,2,somewhat_polite,annotated
453843,acs-16f237a2-e614-4165-8ec4-47c3190d8080,1,0.9921317041689519,acs-72979c4c-1b78-4b01-9174-1601699f321e-1,acs-72979c4c-1b78-4b01-9174-1601699f321e-1,agent,"Thanks for the information. You said you need a Cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",6,2,somewhat_polite,annotated
453844,acs-d6d49c00-b08f-4bac-a4e2-5e7db5d4b242,1,0.9921317041689519,acs-306e827e-28b6-44c3-86d3-34e6d3438fd7-1,acs-306e827e-28b6-44c3-86d3-34e6d3438fd7-1,agent,Thank you for staying connected! You've been successfully subscribed to our service and it will be activated within the next 24 hours. Would you need anything else?,11,3,polite,annotated
453845,acs-d6d49c00-b08f-4bac-a4e2-5e7db5d4b242,1,0.9921317041689519,acs-306e827e-28b6-44c3-86d3-34e6d3438fd7-2,acs-306e827e-28b6-44c3-86d3-34e6d3438fd7-2,agent,Thank you for staying connected! You've been successfully subscribed to our service and it will be activated within the next 24 hours. Would you need anything else?,11,3,polite,annotated
453846,acs-c802f485-fcdb-4f66-884b-369debb814e6,1,0.9921317041689519,acs-c1767230-7d27-4ffe-996b-91bd6fc57741-1,acs-c1767230-7d27-4ffe-996b-91bd6fc57741-1,agent,"Thanks for the information. You said you need a cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",4,2,somewhat_polite,annotated
453847,acs-c802f485-fcdb-4f66-884b-369debb814e6,1,0.9921317041689519,acs-c1767230-7d27-4ffe-996b-91bd6fc57741-2,acs-c1767230-7d27-4ffe-996b-91bd6fc57741-2,agent,"Thanks for the information. You said you need a cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",4,2,somewhat_polite,annotated
453848,acs-9c7999a0-cc23-468c-b30e-fe0bfe0e0b5d,1,0.9921317041689519,acs-d8ff83de-7417-4f07-804b-6cfe2d45e672-1,acs-d8ff83de-7417-4f07-804b-6cfe2d45e672-1,agent,"Thanks for the information. You said you need a Cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",6,2,somewhat_polite,annotated
453849,acs-416bbac0-21ac-4da9-ba67-cb748ae30978,1,0.9921317041689519,acs-37348cc9-6709-4610-b3c8-c08c2cf42200-1,acs-37348cc9-6709-4610-b3c8-c08c2cf42200-1,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",5,2,somewhat_polite,annotated
453850,acs-416bbac0-21ac-4da9-ba67-cb748ae30978,1,0.9921317041689519,acs-37348cc9-6709-4610-b3c8-c08c2cf42200-2,acs-37348cc9-6709-4610-b3c8-c08c2cf42200-2,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",5,2,somewhat_polite,annotated
453851,acs-edcad6c2-522f-4207-96be-b472453e9189,1,0.9921317041689519,acs-00a76c50-1266-4de3-8d63-3dc4f2b24d78-1,acs-00a76c50-1266-4de3-8d63-3dc4f2b24d78-1,agent,"Thanks for the information. You said you need a Cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",5,2,somewhat_polite,annotated
453852,acs-edcad6c2-522f-4207-96be-b472453e9189,1,0.9921317041689519,acs-00a76c50-1266-4de3-8d63-3dc4f2b24d78-2,acs-00a76c50-1266-4de3-8d63-3dc4f2b24d78-2,agent,"Thanks for the information. You said you need a Cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",5,2,somewhat_polite,annotated
453853,acs-6793362c-149b-45db-a93e-4926c06939ee,1,0.9921317041689519,acs-413397ae-1008-4ae7-8196-32d13af72a0d-1,acs-413397ae-1008-4ae7-8196-32d13af72a0d-1,agent,"Thanks for the information. You said you need a internet plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",7,2,somewhat_polite,annotated
453854,acs-47025b90-e305-4ffc-a3e8-3e4208c089f9,1,0.9921317041689519,acs-58862391-6270-4b6f-8b46-1f587c7cb55a-1,acs-58862391-6270-4b6f-8b46-1f587c7cb55a-1,agent,"Thanks for the information. You said you need a Cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",5,2,somewhat_polite,annotated
453855,acs-a8dde845-1399-4f17-a921-61b4d90313a5,1,0.9921317041689519,acs-a7123894-bf72-44c2-91db-6f459ef6d714-1,acs-a7123894-bf72-44c2-91db-6f459ef6d714-1,agent,"Thanks for the information. You said you need a Cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",5,2,somewhat_polite,annotated
453856,acs-93afbe20-4f38-47e9-8818-447c4442c116,1,0.9921317041689519,acs-eb2ddd83-6a37-4f16-aa91-c517d0a3e8a0-1,acs-eb2ddd83-6a37-4f16-aa91-c517d0a3e8a0-1,agent,"Thanks for the information. You said you need a Cable plan. Which data plan would you like to purchase? We have 1GB, 5GB and 10GB data plans available. It's $25 for 1GB. $40 for 5GB and $60 for 10GB.",6,2,somewhat_polite,annotated
