ID,wav,input_recognition,input_transcription,start,end,turn_restart,system_action,system_action_full,uncovered_entity,entity_extracted,correct_label,interruption,interruption_total,dtmf,dtmf_total,repeat,repeat_total,start_over,start_over_total,normalized_input,myAction,total_act0,total_act1,total_act2,total_act3,total_act4,total_act5,total_act6,total_act7,total_act8,total_act9
20090923_054,014.raw,help,help,108.082,108.502,FALSE,request,->request$query.arrival_place,[],{},{},0,5,0,2,0,0,0,0,help,0,2,3,0,0,0,2,3,0,0,0
20090923_054,015.raw,help,help,119.292,119.732,FALSE,impl-conf,->establish_context$get_query_specs->request$query.arrival_place->request$query.arrival_place->request$query.arrival_place,[],{u'get_query_specs': u'54C'},{},1,6,0,2,0,0,0,0,help,0,3,3,0,0,0,3,3,0,0,0
20090923_062,002.raw,oakland,oakland,21.715,22.215,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{u'from.neighborhood': u'oakland'},0,0,0,0,0,0,0,0,<place>,1,0,1,0,0,0,0,1,0,0,0
20090923_062,003.raw,south side,south side,26.891,27.561,FALSE,impl-conf,->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'OAKLAND'},{u'to.neighborhood': u'south side'},0,0,0,0,0,0,0,0,<place> side,1,0,2,0,0,0,0,2,0,0,0
20090923_062,004.raw,four thirty,four thirty,33.981,34.601,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'SOUTH SIDE'},{},0,0,0,0,0,0,0,0,<time> thirty,0,1,2,0,0,0,1,2,0,0,0
20090923_062,005.raw,p m,p m,35.217,35.607,FALSE,impl-conf,->implicit_confirm$query.travel_time.time,[],{u'query.travel_time.time': u'Leaving at 4 30 a.m.'},{},0,0,0,0,0,0,0,0,p m,2,1,2,1,0,0,1,2,1,0,0
20090923_063,001.raw,yes,yes,16.32,16.65,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'SWISSVALE'},{},0,0,0,0,0,0,0,0,yes,0,1,0,0,0,0,1,0,0,0,0
20090923_063,002.raw,squirrel hill,squirrel hill,21.266,22.036,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{u'from.neighborhood': u'squirrel hill'},0,0,0,0,0,0,0,0,<neighborhood>,1,1,1,0,0,0,1,1,0,0,0
20090923_063,003.raw,yes,yes,25.98,26.24,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'SQUIRREL HILL'},{},0,0,0,0,0,0,0,0,yes,1,1,2,0,0,0,1,2,0,0,0
20090923_066,002.raw,eighth and ann,eighth and ann,18.886,19.756,FALSE,request,->request$query.departure_place,[],{},{u'from.desc': u'eighth and ann'},0,0,0,0,0,0,0,0,<place>,1,0,1,0,0,0,0,1,0,0,0
20090923_066,003.raw,yes,yes,23.558,23.828,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'EIGHTH AND ANN'},{},1,1,0,0,0,0,0,0,yes,1,0,2,0,0,0,0,2,0,0,0
20090923_066,004.raw,mckeesport,mckeesport,27.388,28.048,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{u'to.neighborhood': u'mckeesport'},0,1,0,0,0,0,0,0,<neighborhood>,0,1,2,0,0,0,1,2,0,0,0
20090923_066,005.raw,yes,yes,30.106,30.376,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'MCKEESPORT'},{},1,2,0,0,0,0,0,0,yes,0,2,2,0,0,0,2,2,0,0,0
20090923_066,006.raw,next bus,next bus,32.666,33.206,FALSE,request,->request$query.travel_time,[],{},{},0,2,0,0,0,0,0,0,next bus,2,2,2,1,0,0,2,2,1,0,0
20090923_067,003.raw,south hills,downtown,16.669,17.549,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{u'from.neighborhood': u'downtown'},0,1,0,0,0,0,0,0,<place> hills,1,0,1,0,0,0,0,1,0,0,0
20090923_067,004.raw,downtown,downtown,21.239,22.109,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'SOUTH'},{u'from.neighborhood': u'downtown'},0,1,0,0,0,0,0,0,<neighborhood>,1,0,2,0,0,0,0,2,0,0,0
20090923_067,010.raw,downtown,downtown,52.753,53.503,FALSE,request,->request$query.departure_place,[],{},{u'from.neighborhood': u'downtown'},0,4,0,0,0,0,0,0,<neighborhood>,1,0,3,0,0,0,0,3,0,0,0
20090923_067,011.raw,correct,correct,57.567,58.057,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'DOWNTOWN'},{},1,5,0,0,0,0,0,0,correct,1,0,4,0,0,0,0,4,0,0,0
20090923_067,012.raw,mckeesport,mckeesport,61.957,62.717,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{u'to.neighborhood': u'mckeesport'},0,5,0,0,0,0,0,0,<neighborhood>,0,1,4,0,0,0,1,4,0,0,0
20090923_067,013.raw,correct,correct,66.763,67.203,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'MCKEESPORT'},{},1,6,0,0,0,0,0,0,correct,0,2,4,0,0,0,2,4,0,0,0
20090923_067,015.raw,goodbye,goodbye,106.409,106.909,FALSE,impl-conf,->implicit_confirm$query.travel_time.time->inform$looking_up_database_first->inform$result->request$next_query,[],"{u'query.travel_time.time': u'Leaving at 12 a.m.', u'result': u'61C'}",{},0,6,0,0,0,0,0,0,goodbye,3,2,4,0,1,0,2,4,0,1,0
20090924_001,002.raw,fifth and atwood,fifth and atwood,21.158,22.228,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{u'from.desc': u'fifth and atwood'},0,1,0,0,0,0,0,0,<place> and <place>,1,0,1,0,0,0,0,1,0,0,0
20090924_002,002.raw,yes,yes,23.306,23.566,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'FIFTH AND THACKERAY'},{},0,0,0,0,0,0,0,0,yes,1,0,1,0,0,0,0,1,0,0,0
20090924_002,003.raw,south side,south side,26.934,27.404,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{u'to.neighborhood': u'south side'},0,0,0,0,0,0,0,0,<place> side,0,1,1,0,0,0,1,1,0,0,0
20090924_002,004.raw,next bus,next bus,31.508,32.088,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'SOUTH SIDE'},{},1,1,0,0,0,0,0,0,next bus,0,2,1,0,0,0,2,1,0,0,0
20090924_003,003.raw,south braddock atwood,fifth and atwood,18.614,20.184,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{},0,3,0,0,0,0,0,0,<place> <place> <place>,1,0,1,0,0,0,0,1,0,0,0
20090924_003,004.raw,no,no,23.988,24.398,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'SOUTH BRADDOCK'},{},1,4,0,0,0,0,0,0,no,1,0,2,0,0,0,0,2,0,0,0
20090924_003,005.raw,fifth tenth atwood,fifth and atwood,27.008,28.818,FALSE,request,->request$query.departure_place,[],{},{},0,4,0,0,0,0,0,0,<place> <place> <place>,1,0,3,0,0,0,0,3,0,0,0
20090924_003,006.raw,yes,yes,32.948,33.258,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'FIFTH'},{},0,4,0,0,0,0,0,0,yes,1,0,4,0,0,0,0,4,0,0,0
20090924_003,007.raw,south side,south side,36.616,37.136,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{u'to.neighborhood': u'south side'},0,4,0,0,0,0,0,0,<place> side,0,1,4,0,0,0,1,4,0,0,0
20090924_003,008.raw,next bus,next bus,42.494,43.074,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'SOUTH SIDE'},{},0,4,0,0,0,0,0,0,next bus,0,2,4,0,0,0,2,4,0,0,0
20090924_004,003.raw,oakland,oakland,23.792,24.242,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{u'from.neighborhood': u'oakland'},0,1,0,0,0,0,0,0,<place>,1,0,1,0,0,0,0,1,0,0,0
20090924_004,004.raw,yes,yes,27.922,28.172,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'OAKLAND'},{},1,2,0,0,0,0,0,0,yes,1,0,2,0,0,0,0,2,0,0,0
20090924_004,005.raw,south side works,south side works,31.516,32.306,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},"{u'to.monument': u'south side works', u'to.neighborhood': u'south side', u'to.desc': u'south braddock'}",0,2,0,0,0,0,0,0,<place> side works,0,1,2,0,0,0,1,2,0,0,0
20090924_004,006.raw,yes,yes,36.124,36.464,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'SOUTH SIDE WORKS'},{},1,3,0,0,0,0,0,0,yes,0,2,2,0,0,0,2,2,0,0,0
20090924_005,002.raw,leaving from downtown,leaving from downtown,17.117,18.527,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'WEST'},{},0,0,0,0,0,0,0,0,leaving from <neighborhood>,1,0,1,0,0,0,0,1,0,0,0
20090924_005,003.raw,yes,yes,23.265,23.785,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'WEST'},{},0,0,0,0,0,0,0,0,yes,1,0,2,0,0,0,0,2,0,0,0
20090924_009,001.raw,no,no,17.086,17.416,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'GRACE'},{},0,0,0,0,0,0,0,0,no,1,0,1,0,0,0,0,1,0,0,0
20090924_013,001.raw,magee womens hospital south pitt street,mcgee womens hospital on halpits street,17.254,19.284,FALSE,request,->request$query.departure_place,[],{},{},0,0,0,0,0,0,0,0,<place> womens hospital <place> <place> street,1,0,1,0,0,0,0,1,0,0,0
20090924_013,002.raw,yes,yes,23.434,23.754,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'MAGEE WOMENS HOSPITAL'},{},1,1,0,0,0,0,0,0,yes,1,0,2,0,0,0,0,2,0,0,0
20090924_013,003.raw,pitt street,pitt street,23.99,24.47,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{},0,1,0,0,0,0,0,0,<place> street,0,1,2,0,0,0,1,2,0,0,0
20090924_013,004.raw,greenfield,greenfield,27.008,27.658,FALSE,request,->request$query.arrival_place,[],{},{u'to.neighborhood': u'greenfield'},0,1,0,0,0,0,0,0,<place>,0,2,2,0,0,0,2,2,0,0,0
20090924_013,005.raw,yes,yes,31.198,31.418,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'GREENFIELD'},{},1,2,0,0,0,0,0,0,yes,0,3,2,0,0,0,3,2,0,0,0
20090924_013,006.raw,seven thirty six,seven thirty six,35.308,36.938,FALSE,ack,->inform$confirm_okay->request$exact_travel_time,[],{},{},0,2,0,0,0,0,0,0,<time> thirty <time>,2,3,2,1,0,0,3,2,1,0,0
20090924_013,008.raw,goodbye,goodbye,71.108,71.498,FALSE,impl-conf,->implicit_confirm$query.travel_time.time->inform$looking_up_database_first->inform$result->request$next_query,[],"{u'query.travel_time.time': u'Leaving at 7 36 a.m.', u'result': u'56U'}",{},0,2,0,0,0,0,0,0,goodbye,3,3,2,1,1,0,3,2,1,1,0
20090924_017,007.raw,east boulevard main kennywood boulevard,boulevard and kennywood boulevard,54.605,57.415,FALSE,example,->request$query.departure_place,[],{},{u'from.desc': u'kennywood boulevard'},0,1,0,1,0,0,0,0,east boulevard <place> <place>,1,0,1,0,0,0,0,1,0,0,0
20090924_017,008.raw,no,no,63.901,64.221,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'MAIN'},{},0,1,0,1,0,0,0,0,no,1,0,2,0,0,0,0,2,0,0,0
20090924_017,009.raw,kennywood boulevard,kennywood boulevard,67.371,68.431,FALSE,request,->request$query.departure_place,[],{},{u'from.desc': u'kennywood boulevard'},0,1,0,1,0,0,0,0,<place>,1,0,3,0,0,0,0,3,0,0,0
20090924_017,010.raw,yes,yes,73.117,73.387,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'KENNYWOOD BOULEVARD'},{},0,1,0,1,0,0,0,0,yes,1,0,4,0,0,0,0,4,0,0,0
20090924_017,011.raw,forbes,forbes,78.325,78.885,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{u'to.desc': u'forbes'},0,1,0,1,0,0,0,0,<place>,0,1,4,0,0,0,1,4,0,0,0
20090924_017,012.raw,yes,yes,82.569,82.829,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'FORBES'},{},0,1,0,1,0,0,0,0,yes,0,2,4,0,0,0,2,4,0,0,0
20090924_017,014.raw,earliest run,earliest run,123.677,124.547,FALSE,impl-conf,->implicit_confirm$query.travel_time.time->inform$looking_up_database_first->inform$result->request$next_query,[],"{u'query.travel_time.time': u'Leaving at 5 20 a.m.', u'result': u'61C'}",{},0,1,0,1,0,0,0,0,earliest run,3,2,4,0,1,0,2,4,0,1,0
20090924_017,016.raw,goodbye,goodbye,147.721,148.171,FALSE,hold-on,->inform$looking_up_database_subsequent->inform$result->request$next_query,[],{u'result': u'61C'},{},1,3,0,1,0,0,0,0,goodbye,3,2,4,0,2,0,2,4,0,2,0
20090924_019,005.raw,501 ann and bell to busway in downtown today,i wanted to know if the bus came downtown today,48.239,51.539,FALSE,request,->request$query.departure_place,[],{},{},0,2,0,1,0,0,0,0,501 <place> and <place> to <place> in <neighborhood> today,1,0,1,0,0,0,0,1,0,0,0
20090924_019,006.raw,leaving from downtown,leaving from downtown,56.905,58.355,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'ANN AND BELL'},{},0,2,0,1,0,0,0,0,leaving from <neighborhood>,1,0,2,0,0,0,0,2,0,0,0
20090924_019,007.raw,yes,yes,62.473,62.863,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'DOWNTOWN'},{},1,3,0,1,0,0,0,0,yes,1,0,3,0,0,0,0,3,0,0,0
20090924_019,008.raw,squirrel hill,squirrel hill,66.733,67.633,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{u'to.neighborhood': u'squirrel hill'},0,3,0,1,0,0,0,0,<neighborhood>,0,1,3,0,0,0,1,3,0,0,0
20090924_019,010.raw,six thirty,six thirty,80.153,81.023,FALSE,request,->request$query.travel_time,[],{},{},0,3,0,1,0,0,0,0,<time> thirty,2,1,3,1,0,0,1,3,1,0,0
20090924_020,002.raw,i,i,35.752,36.002,FALSE,request,->inform$nonunderstanding_moveon->request$query.departure_place,[],{},{},0,0,0,0,0,0,0,0,i,1,0,1,0,0,0,0,1,0,0,0
20090924_020,004.raw,going to opposite petty and huey home 1b mall wil wall b don't when to wall ross park mall,going to opposite petty and huey home 1b mall wil wall b don't when to wall ross park mall,41.998,52.028,FALSE,bebrief,->inform$nonunderstanding_askshortanswer->request$departure_neighborhood,[],{},{u'route': u'1b'},0,0,0,0,0,0,0,0,going to opposite petty and <place> home <uncovered_route> <place> wil <uncovered_place> b don't when to <uncovered_place> <uncovered_place> park <place>,1,0,2,0,0,0,0,2,0,0,0
20090924_020,005.raw,excuse me like,excuse me like,55.726,57.126,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'HUEY'},{},0,0,0,0,0,0,0,0,excuse me like,1,0,3,0,0,0,0,3,0,0,0
20090924_020,009.raw,as four unity hill main and emerson the waverly perrysville the zoo,after tone please leave your name and number so that i could return your call,105.088,111.088,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'THE MALL'},{},0,1,0,0,0,0,0,0,as <time> <uncovered_place> hill <place> and emerson the waverly <uncovered_place> the <place>,1,0,4,0,0,0,0,4,0,0,0
20090924_020,010.raw,by oliver,by oliver,113.078,113.768,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'THE MALL'},{},1,2,0,0,0,0,0,0,by <place>,1,0,5,0,0,0,0,5,0,0,0
20090924_020,014.raw,hello,hello,128.994,129.584,FALSE,expl-conf,->inform$nonunderstanding_moveon->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'OLIVER'},{},1,4,0,0,0,0,0,0,hello,1,0,6,0,0,0,0,6,0,0,0
20090924_026,003.raw,yes,yes,25.312,25.762,FALSE,ack,->inform$confirm_okay->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'WOOD'},{},0,1,0,0,0,0,0,0,yes,1,0,1,0,0,0,0,1,0,0,0
20090924_026,005.raw,yes,yes,36.856,37.376,FALSE,ack,->inform$confirm_okay->explicit_confirm$query.travel_time.time,[],{u'query.travel_time.time': u'the next bus'},{},0,1,0,0,0,0,0,0,yes,2,0,1,1,0,0,0,1,1,0,0
20090924_026,006.raw,new query,new query,66.7,67.45,FALSE,ack,->inform$confirm_okay->inform$looking_up_database_first->inform$result->request$next_query,[],{u'result': u'61C'},{},1,2,0,0,0,0,0,0,new query,3,0,1,1,1,0,0,1,1,1,0
20090924_026,008.raw,to frankstown,to frankstown,75.406,76.356,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'OLIVER'},{},1,3,0,0,0,0,0,0,to <uncovered_place>,1,0,2,1,1,0,0,2,1,1,0
20090924_027,005.raw,mall downtown,mall downtown,32.398,33.718,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{},0,0,0,0,0,0,0,0,<place> <neighborhood>,1,0,1,0,0,0,0,1,0,0,0
20090924_027,006.raw,yes,yes,38.444,38.814,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'DOWNTOWN'},{},0,0,0,0,0,0,0,0,yes,1,0,2,0,0,0,0,2,0,0,0
20090924_027,010.raw,seven o'clock,seven o'clock,57.768,58.538,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'SWISSVALE'},{u'time.hour': 7},0,1,0,0,0,0,0,0,<time> o'clock,0,1,2,0,0,0,1,2,0,0,0
20090924_027,011.raw,seven,eleven,61.48,62.04,FALSE,impl-conf,->implicit_confirm$query.travel_time.time->inform$looking_up_database_first,[],{u'query.travel_time.time': u'Leaving at 7 p.m.'},{},1,2,0,0,0,0,0,0,<time>,2,1,2,1,0,0,1,2,1,0,0
20090924_027,012.raw,next bus,next bus,90.088,90.798,FALSE,schedule,->inform$result->request$next_query,[],{u'result': u'61A'},{},0,2,0,0,0,0,0,0,next bus,3,1,2,1,1,0,1,2,1,1,0
20090924_027,013.raw,next bus,next bus,111.882,112.512,FALSE,hold-on,->inform$looking_up_database_subsequent->inform$result->request$next_query,[],{u'result': u'61A'},{},1,3,0,0,0,0,0,0,next bus,3,1,2,1,2,0,1,2,1,2,0
20090924_033,003.raw,downtown,downtown,25.866,26.506,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'WOOD'},{u'from.neighborhood': u'downtown'},1,3,0,0,0,0,0,0,<neighborhood>,1,0,1,0,0,0,0,1,0,0,0
20090924_033,004.raw,yes,yes,30.646,31.226,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'WOOD'},{},0,3,0,0,0,0,0,0,yes,1,0,2,0,0,0,0,2,0,0,0
20090924_033,005.raw,homestead,homestead,34.87,35.53,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{u'to.neighborhood': u'homestead'},0,3,0,0,0,0,0,0,<neighborhood>,0,1,2,0,0,0,1,2,0,0,0
20090924_033,006.raw,next bus,next bus,40.172,41.012,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'HOMESTEAD'},{u'time.rel': u'next'},0,3,0,0,0,0,0,0,next bus,0,2,2,0,0,0,2,2,0,0,0
20090924_038,003.raw,yes,yes,24.028,24.388,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'EAST CARSON AND TWENTY FIRST'},{},0,0,0,0,0,0,0,0,yes,1,0,1,0,0,0,0,1,0,0,0
20090924_038,004.raw,oakland,oakland,29.04,29.64,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{u'to.neighborhood': u'oakland'},0,0,0,0,0,0,0,0,<place>,0,1,1,0,0,0,1,1,0,0,0
20090924_038,005.raw,third,third,35.602,36.042,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'OAKLAND'},{u'to.desc': u'third'},0,0,0,0,0,0,0,0,third,0,2,1,0,0,0,2,1,0,0,0
20090924_038,006.raw,bausman and brownsville,bausman and brownsville,36.49,37.49,FALSE,request,->request$query.travel_time,[],{},{u'to.desc': u'bausman and brownsville'},0,0,0,0,0,0,0,0,<place> and <place>,2,2,1,1,0,0,2,1,1,0,0
20090924_038,007.raw,as soon as possible,as soon as possible,41.318,42.568,FALSE,request,->request$query.travel_time,[],{},{},0,0,0,0,0,0,0,0,as soon as possible,2,2,1,2,0,0,2,1,2,0,0
20090924_038,008.raw,yes,yes,46.074,46.334,FALSE,expl-conf,->explicit_confirm$query.travel_time.time,[],{u'query.travel_time.time': u'the next bus'},{},1,1,0,0,0,0,0,0,yes,2,2,1,3,0,0,2,1,3,0,0
20090924_038,010.raw,when when is the next five,when is when is the next bus,68.252,70.192,FALSE,schedule,->inform$result->request$next_query,[],{u'result': u'54C'},{},1,3,0,0,0,0,0,0,when when is the next <time>,3,2,1,3,1,0,2,1,3,1,0
20090924_038,011.raw,mayview,mayview,82.632,83.142,FALSE,hold-on,->inform$looking_up_database_subsequent->inform$result->request$next_query,[],{u'result': u'54C'},{u'to.neighborhood': u'mayview'},1,4,0,0,0,0,0,0,<uncovered_place>,3,2,1,3,2,0,2,1,3,2,0
20090924_039,012.raw,mckeesport radisson,mckeesport radisson,49.84,51.08,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{},0,5,0,0,0,0,0,0,<neighborhood> radisson,1,0,1,0,0,0,0,1,0,0,0
20090924_039,013.raw,yes,yes,55.694,56.134,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'MCKEESPORT'},{},0,5,0,0,0,0,0,0,yes,1,0,2,0,0,0,0,2,0,0,0
20090924_039,014.raw,oliver oakland,oliver oakland,62.024,62.944,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{},0,5,0,0,0,0,0,0,<place> <place>,0,1,2,0,0,0,1,2,0,0,0
20090924_039,015.raw,yes,yes,67,67.47,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'OAKLAND'},{},0,5,0,0,0,0,0,0,yes,0,2,2,0,0,0,2,2,0,0,0
20090924_039,018.raw,today,today,77.542,78.012,FALSE,request,->request$query.travel_time,[],{},{u'date.day': u'today'},0,5,0,0,0,0,0,0,today,2,2,2,1,0,0,2,2,1,0,0
20090924_039,019.raw,eight o'clock,eight o'clock,82.598,83.248,FALSE,request,->request$exact_travel_time,[],{},{u'time.hour': 8},0,5,0,0,0,0,0,0,<time> o'clock,2,2,2,2,0,0,2,2,2,0,0
20090924_040,002.raw,mckeesport,mckeesport,20.258,21.008,FALSE,impl-conf,->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'DOWNTOWN'},{u'to.neighborhood': u'mckeesport'},0,0,0,0,0,0,0,0,<neighborhood>,1,0,1,0,0,0,0,1,0,0,0
20090924_040,003.raw,nine o'clock,nine o'clock,27.678,28.428,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'MCKEESPORT'},{u'time.hour': 9},0,0,0,0,0,0,0,0,<time> o'clock,0,1,1,0,0,0,1,1,0,0,0
20090924_040,004.raw,start a new query,start a new query,58.91,59.89,FALSE,impl-conf,->implicit_confirm$query.travel_time.time->inform$looking_up_database_first->inform$result->request$next_query,[],"{u'query.travel_time.time': u'Leaving at 9 p.m.', u'result': u'61C'}",{},1,1,0,0,0,0,0,0,start a new query,3,1,1,0,1,0,1,1,0,1,0
20090924_040,007.raw,t fourth,t fourth,75.126,75.766,FALSE,impl-conf,->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'DOWNTOWN'},{u'route': u't'},0,2,0,0,0,0,0,0,t <place>,1,1,2,0,1,0,1,2,0,1,0
20090924_040,008.raw,tomorrow nine a m,tomorrow nine a m,81.25,82.82,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'FOURTH'},{u'date.day': u'tomorrow'},0,2,0,0,0,0,0,0,tomorrow <time>,0,2,2,0,1,0,2,2,0,1,0
20090924_040,009.raw,yes,yes,86.764,87.174,FALSE,expl-conf,->explicit_confirm$query.travel_time.time,[],{u'query.travel_time.time': u'Leaving at 9 a.m.'},{},1,3,0,0,0,0,0,0,yes,2,2,2,1,1,0,2,2,1,1,0
20090924_042,001.raw,51c,the next sixty one c,20.159,21.459,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'YEW AT MILLVALE'},{},0,0,0,0,0,0,0,0,<uncovered_route>,1,0,1,0,0,0,0,1,0,0,0
20090924_042,007.raw,61c,61c,41.243,42.753,FALSE,request,->request$query.arrival_place,[],{},{u'route': u'61c'},0,3,0,0,0,0,0,0,<route>,0,1,1,0,0,0,1,1,0,0,0
20090924_042,009.raw,oakland,oakland,51.165,51.805,FALSE,request,->request$query.arrival_place,[],{},{u'to.neighborhood': u'oakland'},0,4,0,1,0,0,0,0,<place>,0,2,1,0,0,0,2,1,0,0,0
20090924_042,010.raw,there,there,55.689,56.149,FALSE,expl-conf,->explicit_confirm$query.arrival_place,[],{u'query.arrival_place': u'OAKLAND'},{},0,4,0,1,0,0,0,0,there,0,3,1,0,0,0,3,1,0,0,0
20090924_043,002.raw,forward avenue,forward avenue,21.278,22.048,FALSE,impl-conf,->implicit_confirm$query.departure_place->request$query.arrival_place,[],{u'query.departure_place': u'OAKLAND'},{u'to.desc': u'forward avenue'},0,0,0,0,0,0,0,0,<place> avenue,1,0,1,0,0,0,0,1,0,0,0
20090924_043,003.raw,next bus,next bus,27.51,28.05,FALSE,impl-conf,->implicit_confirm$query.arrival_place->request$query.travel_time,[],{u'query.arrival_place': u'FORWARD AVENUE'},{},0,0,0,0,0,0,0,0,next bus,0,1,1,0,0,0,1,1,0,0,0
20090924_044,002.raw,yes,yes,21.874,22.444,FALSE,ack,->inform$confirm_okay->explicit_confirm$query.travel_time.time,[],{u'query.travel_time.time': u'the next bus'},{},0,0,0,0,0,0,0,0,yes,2,0,0,1,0,0,0,0,1,0,0
20090924_044,003.raw,federal beltzhoover,federal beltzhoover,26.596,28.436,FALSE,ack,->inform$confirm_okay->request$query.departure_place,[],{},{},0,0,0,0,0,0,0,0,<place> <uncovered_place>,1,0,1,1,0,0,0,1,1,0,0
20090924_044,005.raw,duquesne,duquesne,36.968,37.768,FALSE,request,->request$query.departure_place,[],{},{u'from.neighborhood': u'duquesne'},0,0,0,0,0,0,0,0,<neighborhood>,1,0,2,1,0,0,0,2,1,0,0
20090924_044,006.raw,yes,yes,41.886,42.436,FALSE,expl-conf,->explicit_confirm$query.departure_place,[],{u'query.departure_place': u'DUQUESNE'},{},0,0,0,0,0,0,0,0,yes,1,0,3,1,0,0,0,3,1,0,0
20090924_044,007.raw,oak wood,oak wood,46.144,46.794,FALSE,ack,->inform$confirm_okay->request$query.arrival_place,[],{},{},0,0,0,0,0,0,0,0,oak <place>,0,1,3,1,0,0,1,3,1,0,0
